City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
332,ancud,-41.8697,-73.8203,9.110000000000014,83,1,1.88,CL,1682211187
333,riga,57.0,24.0833,6.1299999999999955,79,5,0.0,LV,1682211522
334,bonthe,7.5264,-12.505,27.189999999999998,81,60,2.76,SL,1682211154
335,mayo,38.8876,-76.5119,16.170000000000016,93,100,1.54,US,1682211017
336,matagami,49.7502,-77.6328,3.0600000000000023,93,100,5.66,CA,1682211187
337,zyryanka,65.75,150.85,-1.339999999999975,88,100,3.06,RU,1682211522
338,waipawa,-41.4122,175.5153,17.79000000000002,70,16,3.37,NZ,1682211136
339,luganville,-15.5333,167.1667,29.33000000000004,70,90,3.84,VU,1682211523
340,straumen,63.8709,11.2999,3.0,67,100,2.13,NO,1682211523
341,callaway,30.153,-85.5699,23.960000000000036,41,0,5.14,US,1682211523
342,gao,16.6362,1.637,26.560000000000002,7,69,4.89,ML,1682211523
343,geraldton,-28.7667,114.6,23.230000000000018,31,0,7.2,AU,1682211146
344,kirkkonummi,60.1238,24.4385,7.25,82,3,2.03,FI,1682211523
345,puerto carreno,6.189,-67.4859,25.55000000000001,84,100,0.75,CO,1682211524
346,itarema,-2.9248,-39.9167,24.730000000000018,82,99,3.69,BR,1682211185
347,charcas,23.1333,-101.1167,20.970000000000027,42,35,4.25,MX,1682211524
348,krasnyy chikoy,50.3643,108.7512,2.730000000000018,34,14,1.2,RU,1682211524
349,ashqelon,31.6693,34.5715,16.57000000000005,74,100,3.38,IL,1682211524
350,kholmogory,64.2229,41.656,-4.529999999999973,94,94,1.89,RU,1682211524
351,talnakh,69.4865,88.3972,0.6700000000000159,93,100,7.62,RU,1682211136
352,acajutla,13.5928,-89.8275,28.379999999999995,79,34,2.93,SV,1682211255
353,sao felix do xingu,-6.6447,-51.995,22.620000000000005,98,100,1.12,BR,1682211525
354,sitges,41.2351,1.8119,17.140000000000043,84,10,1.64,ES,1682211525
355,nuevitas,21.5453,-77.2644,23.930000000000007,73,5,2.57,CU,1682211525
356,manicore,-5.8092,-61.3003,21.620000000000005,99,100,0.55,BR,1682211525
357,payo,-3.7508,103.6372,25.650000000000034,88,69,0.39,ID,1682211188
358,ixtapa,20.7,-105.2,25.129999999999995,80,36,0.89,MX,1682211334
359,margate,51.3813,1.3862,11.060000000000002,87,100,1.79,GB,1682211341
360,olga,43.7444,135.2892,7.460000000000036,30,100,6.32,RU,1682211526
361,hirara,24.8,125.2833,25.150000000000034,69,40,3.6,JP,1682211526
362,sur,22.5667,59.5289,28.74000000000001,65,100,3.6,OM,1682211206
363,korla,41.7597,86.1469,9.260000000000048,58,100,5.86,CN,1682211346
364,dimbokro,6.6451,-4.7048,24.03000000000003,91,100,4.79,CI,1682211526
365,yerbogachen,61.2767,108.0108,-3.4499999999999886,75,100,1.4,RU,1682211156
366,lasa,46.6166,10.7002,10.200000000000045,96,100,1.15,IT,1682211205
367,aleksin,54.51,37.08,1.4600000000000364,65,2,1.23,RU,1682211526
368,griffith,41.5284,-87.4237,5.960000000000036,76,100,8.23,US,1682211527
369,edissiya,44.0511,44.5408,10.950000000000045,91,100,3.14,RU,1682211527
370,ouro fino,-22.2831,-46.3692,15.29000000000002,94,0,1.46,BR,1682211527
371,vilyuysk,63.7553,121.6247,-2.339999999999975,84,17,2.28,RU,1682211355
372,fairbanks,64.8378,-147.7164,-4.019999999999982,55,75,8.75,US,1682210963
373,belize,17.25,-88.75,35.18000000000001,80,89,2.75,BZ,1682211196
374,isla mujeres,21.2311,-86.731,27.870000000000005,79,13,3.22,MX,1682211188
375,grand-santi,4.25,-54.3833,23.08000000000004,99,100,0.75,GF,1682211527
376,santa maria,-29.6842,-53.8069,15.610000000000014,88,0,1.03,BR,1682211204
377,waingapu,-9.6567,120.2641,27.680000000000007,77,66,3.77,ID,1682211173
378,lander,42.833,-108.7307,7.660000000000025,53,0,2.57,US,1682211241
379,cayenne,4.9333,-52.3333,24.02000000000004,100,0,0.51,GF,1682211237
380,kyshtovka,56.555,76.6271,4.689999999999998,75,100,4.12,RU,1682211528
381,abu kamal,34.4506,40.9171,20.590000000000032,33,70,4.12,SY,1682211528
382,sindor,62.8629,51.8905,2.2200000000000273,99,100,3.98,RU,1682211528
383,kuju,23.7167,85.5,21.410000000000025,47,9,2.53,IN,1682211528
384,saquarema,-22.92,-42.5103,21.180000000000007,84,7,3.38,BR,1682211528
385,conneaut,41.9476,-80.5542,8.950000000000045,93,75,3.46,US,1682211529
386,mingshui,36.7167,117.5,8.180000000000007,73,100,4.26,CN,1682211529
387,potrerillos,15.2333,-87.9667,28.900000000000034,79,0,1.69,HN,1682211529
388,pangnirtung,66.1451,-65.7125,-1.0,100,100,3.6,CA,1682211197
389,yinchuan,38.4681,106.2731,8.390000000000043,62,100,3.9,CN,1682211174
390,trelew,-43.249,-65.3051,17.77000000000004,40,0,11.71,AR,1682211122
391,san rafael,-34.6177,-68.3301,14.810000000000002,54,0,2.43,AR,1682211035
392,mesetas,3.3846,-74.0442,22.260000000000048,93,83,1.15,CO,1682211530
393,biltine,14.5333,20.9167,28.310000000000002,14,0,1.05,TD,1682211530
394,tuatapere,-46.1333,167.6833,16.939999999999998,63,72,6.24,NZ,1682211163
395,guanambi,-14.2233,-42.7814,21.200000000000045,78,21,3.97,BR,1682211530
396,lebu,-37.6167,-73.65,11.990000000000009,89,0,6.62,CL,1682210895
397,zapolyarnyy,69.4154,30.8136,-6.399999999999977,90,61,7.93,RU,1682211531
398,beloha,-25.1667,45.05,18.78000000000003,97,7,1.62,MG,1682211117
399,belomorsk,64.5232,34.7668,-7.859999999999957,92,10,1.69,RU,1682211531
400,yulara,-25.2406,130.9889,22.060000000000002,35,14,8.65,AU,1682211178
401,rio grande,-32.035,-52.0986,18.060000000000002,86,100,3.2,BR,1682210844
402,palmer,42.1584,-72.3287,12.860000000000014,76,100,3.6,US,1682211531
403,carbonia,39.1672,8.5222,14.360000000000014,53,100,2.28,IT,1682211531
404,bani,18.2833,-70.3333,24.360000000000014,86,26,0.76,DO,1682211532
405,iquique,-20.2208,-70.1431,21.02000000000004,76,0,1.87,CL,1682211239
406,huanuco,-9.9329,-76.2415,17.32000000000005,93,36,1.31,PE,1682211532
407,namwala,-15.7504,26.4384,19.24000000000001,71,55,1.87,ZM,1682211532
408,lindi,-10.0,39.7167,22.910000000000025,98,100,1.94,TZ,1682211532
409,le port,-20.9373,55.2919,24.0,80,100,3.64,RE,1682211343
410,igurubi,-4.0,33.7,18.930000000000007,90,100,2.08,TZ,1682211532
411,moyale,3.5167,39.0584,18.200000000000045,97,100,3.81,KE,1682211532
412,ayacucho,-13.1583,-74.2239,13.430000000000007,81,74,0.82,PE,1682211533
413,oum hadjer,13.2954,19.6966,31.02000000000004,12,3,2.78,TD,1682211533
414,charlestown,-32.95,151.6667,23.230000000000018,79,19,2.68,AU,1682211297
415,saskylakh,71.9167,114.0833,-12.129999999999995,91,100,0.8,RU,1682211136
416,watsa,3.0372,29.5355,16.870000000000005,99,100,1.07,CD,1682211533
417,stawell,-37.05,142.7667,17.75,58,0,3.93,AU,1682211533
418,pacifica,37.6138,-122.4869,21.52000000000004,75,75,11.32,US,1682211533
419,emerald,-23.5333,148.1667,22.970000000000027,58,100,8.68,AU,1682211534
420,sumkino,58.1108,68.3244,6.400000000000034,96,100,2.95,RU,1682211534
421,vaitape,-16.5167,-151.75,28.360000000000014,77,81,9.13,PF,1682211534
422,baykit,61.67,96.37,-5.409999999999968,91,69,1.46,RU,1682211136
423,havelock,34.8791,-76.9013,22.75,83,75,4.63,US,1682211534
424,guadalupe y calvo,26.1,-106.9667,17.100000000000023,18,0,3.7,MX,1682211534
425,petropavlovka,50.6114,105.3196,2.090000000000032,44,100,0.65,RU,1682211534
426,vila velha,-20.3297,-40.2925,21.970000000000027,95,75,1.54,BR,1682211174
427,ingham,42.6,-84.3833,3.840000000000032,90,100,2.06,US,1682211535
428,doha,25.2867,51.5333,25.99000000000001,43,0,1.03,QA,1682211232
429,togur,58.3631,82.8265,2.7100000000000364,67,100,5.81,RU,1682211456
430,cascais,38.6979,-9.4215,15.840000000000032,85,70,4.47,PT,1682211199
431,cabo san lucas,22.8909,-109.9124,30.900000000000034,26,0,5.14,MX,1682211145
432,rudnogorsk,57.2639,103.7519,-3.269999999999982,73,9,2.2,RU,1682211535
433,severnyy,50.677,36.5532,8.020000000000039,75,0,4.02,RU,1682211535
434,sept-iles,50.2001,-66.3821,5.2900000000000205,56,75,2.57,CA,1682211122
435,banda aceh,5.5577,95.3222,28.010000000000048,77,78,2.27,ID,1682211535
436,birin,26.8865,88.0718,16.700000000000045,48,100,1.45,NP,1682211536
437,dingle,10.9995,122.6711,30.189999999999998,66,100,3.88,PH,1682211184
438,lisburn,54.5234,-6.0353,6.689999999999998,96,100,1.03,GB,1682211536
439,port hedland,-20.3167,118.5667,30.03000000000003,30,40,6.17,AU,1682211208
440,ulaangom,49.9811,92.0667,3.2200000000000273,26,100,0.59,MN,1682211266
441,yaan,7.3833,8.5667,26.220000000000027,81,100,3.98,NG,1682211536
442,alta floresta,-9.8756,-56.0861,21.060000000000002,99,100,1.23,BR,1682211536
443,hohhot,40.8106,111.6522,12.160000000000025,22,0,3.0,CN,1682211187
444,te anau,-45.4167,167.7167,12.930000000000007,86,100,3.85,NZ,1682211304
445,sitka,57.0531,-135.33,10.939999999999998,50,100,4.63,US,1682211145
446,shymkent,42.3,69.6,10.330000000000041,58,0,4.0,KZ,1682211537
447,champerico,14.3,-91.9167,32.30000000000001,69,14,4.18,GT,1682211354
448,kapoeta,4.7717,33.5903,22.730000000000018,79,100,2.09,SS,1682211537
449,broome,42.2506,-75.833,12.210000000000036,93,100,1.54,US,1682211158
450,wattegama,6.7989,81.4808,24.870000000000005,85,92,0.58,LK,1682211537
451,sinnamary,5.3833,-52.95,24.78000000000003,92,100,2.41,GF,1682211169
452,san cristobal,7.7669,-72.225,22.100000000000023,96,100,0.53,VE,1682210948
453,richards bay,-28.783,32.0377,21.340000000000032,81,89,4.51,ZA,1682210980
454,codrington,-38.2667,141.9667,17.970000000000027,60,0,2.53,AU,1682211111
455,batemans bay,-35.7167,150.1833,17.83000000000004,76,100,2.07,AU,1682211153
456,ankara,39.9199,32.8543,10.670000000000016,70,75,2.06,TR,1682211538
457,wanning,18.8003,110.3967,28.210000000000036,80,50,5.51,CN,1682211168
458,chokwe,-24.5333,32.9833,20.75,77,3,2.45,MZ,1682211538
459,genhe,50.7833,121.5167,0.7000000000000455,37,0,4.88,CN,1682211538
460,ranong,9.9658,98.6348,24.960000000000036,79,16,1.6,TH,1682211538
461,oneida,43.2001,-75.4663,13.890000000000043,96,100,3.09,US,1682211538
462,leshukonskoye,64.8989,45.7622,-9.489999999999952,96,10,2.06,RU,1682211190
463,indramayu,-6.3264,108.32,28.160000000000025,78,74,3.71,ID,1682211539
464,strabychovo,48.3925,22.5431,10.580000000000041,78,10,1.99,UA,1682211539
465,ushumun,52.7833,126.5333,2.6100000000000136,45,100,5.6,RU,1682211539
466,marsh harbour,26.5412,-77.0636,23.82000000000005,70,8,3.46,BS,1682211127
467,praya,14.9215,-23.5087,22.30000000000001,73,75,6.69,CV,1682211539
468,mingaora,34.7758,72.3625,11.930000000000007,35,0,3.07,PK,1682211539
469,hearst,49.6835,-83.6665,0.1400000000000432,98,100,3.76,CA,1682211338
470,krasnoselkup,65.7,82.4667,0.9300000000000068,95,100,6.53,RU,1682211338
471,estelle,29.8458,-90.1067,24.0,41,0,2.06,US,1682211540
472,propria,-10.2111,-36.8403,22.870000000000005,85,95,1.52,BR,1682211540
473,avon park,27.5959,-81.5062,26.860000000000014,66,71,2.51,US,1682211540
474,nouadhibou,20.931,-17.0347,18.99000000000001,88,0,7.2,MR,1682211540
475,san policarpo,12.1791,125.5072,28.560000000000002,77,10,2.82,PH,1682211358
476,ostrovnoy,68.0531,39.5131,-9.039999999999964,85,17,8.14,RU,1682211168
477,altay,47.8667,88.1167,3.0100000000000477,51,48,1.78,CN,1682211200
478,balkanabat,39.5108,54.3671,21.110000000000014,45,100,2.13,TM,1682211540
479,belmonte,-15.8631,-38.8828,24.120000000000005,88,77,3.87,BR,1682211540
480,kiunga,-6.1219,141.2906,31.560000000000002,61,96,0.59,PG,1682211134
481,tautira,-17.7333,-149.15,28.189999999999998,79,90,9.76,PF,1682211279
482,belyy yar,53.6039,91.3903,-2.0600000000000023,69,2,0.0,RU,1682211343
483,pangody,65.85,74.4859,-0.1099999999999568,99,100,1.74,RU,1682211541
484,zatoka,46.0725,30.4654,10.28000000000003,76,92,2.42,UA,1682211541
485,havoysund,70.9963,24.6622,-1.8700000000000045,61,100,10.18,NO,1682211163
486,campbell river,50.0163,-125.2446,8.740000000000009,100,100,5.66,CA,1682211541
487,valera,9.3178,-70.6036,22.310000000000002,88,84,1.29,VE,1682211542
488,nuuk,64.1835,-51.7216,2.340000000000032,80,40,4.63,GL,1682211249
489,turiacu,-1.6633,-45.3717,24.120000000000005,92,82,1.96,BR,1682211542
490,puerto rico,-26.796,-55.024,16.54000000000002,70,11,0.6,AR,1682211498
491,jagannathpur,22.2333,85.65,23.129999999999995,53,73,2.36,IN,1682211542
492,pombas,17.1503,-25.0201,20.879999999999995,73,19,5.29,CV,1682211542
493,ahuimanu,21.4447,-157.8378,28.840000000000032,71,20,6.17,US,1682211196
494,pokhara,28.2333,83.9833,20.920000000000016,28,12,2.43,NP,1682211304
495,nieuw amsterdam,5.8833,-55.0833,24.450000000000045,96,40,2.06,SR,1682211543
496,tessalit,20.1986,1.0114,26.33000000000004,8,94,2.8,ML,1682211360
497,mount isa,-20.7333,139.5,27.870000000000005,32,0,7.72,AU,1682211207
498,gillette,44.2911,-105.5022,3.5100000000000477,43,20,6.17,US,1682211543
499,la palma,33.8464,-118.0467,32.200000000000045,46,0,4.63,US,1682211543
500,santa elena,-2.2333,-80.85,26.53000000000003,80,92,3.48,EC,1682211544
501,merauke,-8.4667,140.3333,28.180000000000007,78,100,5.15,ID,1682211544
502,san mateo del mar,16.2,-95.0,28.640000000000043,79,69,7.72,MX,1682211544
503,porec,45.2258,13.5939,10.360000000000014,70,24,1.95,HR,1682211544
504,ayagoz,47.9714,80.4392,3.5,52,15,1.53,KZ,1682211544
505,haines junction,60.7522,-137.5108,7.970000000000027,34,100,3.6,CA,1682211251
506,stokmarknes,68.5646,14.9108,-2.019999999999982,93,100,2.06,NO,1682211545
507,lao cai,22.4833,103.95,29.29000000000002,63,95,0.94,VN,1682211545
508,kargil,34.5667,76.1,-5.399999999999977,54,0,1.31,IN,1682211545
509,benguela,-12.5763,13.4055,25.680000000000007,78,100,1.41,AO,1682211354
510,ramnagar,29.4,79.1167,20.75,25,5,2.9,IN,1682211182
511,bambari,5.768,20.6757,21.810000000000002,86,91,1.62,CF,1682211545
512,businga,3.3333,20.8833,20.890000000000043,97,100,0.92,CD,1682211546
513,rawah,34.4816,41.9093,19.52000000000004,46,100,1.84,IQ,1682211546
514,vallenar,-28.5708,-70.7581,15.150000000000034,86,43,0.92,CL,1682211241
515,port hardy,50.6996,-127.4199,10.100000000000023,81,100,6.17,CA,1682211126
516,bilopillya,51.1502,34.3129,7.270000000000039,68,7,1.99,UA,1682211546
517,madisonville,37.3281,-87.4989,9.560000000000002,56,17,3.58,US,1682211546
518,arcoverde,-8.4189,-37.0539,17.879999999999995,94,99,2.39,BR,1682211546
519,manaus,-3.1019,-60.025,24.27000000000004,94,75,1.54,BR,1682211258
520,vardo,70.3705,31.1107,-6.009999999999991,86,98,9.26,NO,1682211122
521,qui nhon,13.7667,109.2333,27.980000000000018,81,91,4.01,VN,1682211547
522,malumfashi,11.7853,7.6218,26.680000000000007,51,4,4.11,NG,1682211547
523,hinton,53.4001,-117.5857,7.760000000000048,69,100,1.51,CA,1682211547
524,coquimbo,-29.9533,-71.3436,14.850000000000023,94,75,1.03,CL,1682211137
525,nantucket,41.2835,-70.0995,10.03000000000003,89,100,8.23,US,1682211201
526,laredo,27.5064,-99.5075,30.160000000000025,48,20,7.2,US,1682211281
527,coachella,33.6803,-116.1739,36.97000000000003,13,0,2.57,US,1682211306
528,dunedin,-45.8742,170.5036,17.82000000000005,52,100,0.86,NZ,1682211257
529,coihaique,-45.5752,-72.0662,9.340000000000032,66,75,1.54,CL,1682211269
530,taoudenni,22.6783,-3.9836,28.700000000000045,9,77,3.96,ML,1682211192
531,vanavara,60.34,102.2797,-6.239999999999952,92,82,1.07,RU,1682211549
532,kaoma,-14.7833,24.8,18.640000000000043,77,10,1.85,ZM,1682211549
533,whitehorse,60.7161,-135.0538,8.430000000000007,36,75,4.12,CA,1682211260
534,pitimbu,-7.4706,-34.8086,26.33000000000004,80,86,5.16,BR,1682211162
535,hualmay,-11.0964,-77.6139,23.910000000000025,81,44,4.23,PE,1682211166
536,marrakesh,31.6315,-8.0083,19.04000000000002,68,63,3.09,MA,1682211549
537,saint-georges,12.0564,-61.7485,26.82000000000005,83,20,7.2,GD,1682211549
538,liepaja,56.5419,21.0367,0.9900000000000091,93,0,1.03,LV,1682211549
539,shimoda,34.6667,138.95,14.200000000000045,82,100,7.74,JP,1682211177
540,woodward,36.4337,-99.3904,8.310000000000002,52,100,0.0,US,1682211550
541,nosy varika,-20.5833,48.5333,23.510000000000048,93,88,1.55,MG,1682211550
542,vandoeuvre-les-nancy,48.65,6.1833,10.82000000000005,93,100,5.66,FR,1682211550
543,grand gaube,-20.0064,57.6608,24.650000000000034,84,99,1.34,MU,1682211195
544,cassilandia,-19.1133,-51.7342,19.610000000000014,97,33,1.59,BR,1682211138
545,bilibino,68.0546,166.4372,1.330000000000041,90,0,1.17,RU,1682211248
546,sao paulo,-23.5475,-46.6361,18.379999999999995,84,75,4.12,BR,1682211366
547,uray,60.1247,64.7758,2.57000000000005,92,62,2.21,RU,1682211161
548,portland,45.5234,-122.6762,20.0,67,100,2.57,US,1682210886
549,westport,41.1415,-73.3579,15.610000000000014,86,100,9.77,US,1682211197
550,roma,43.2128,-75.4557,13.860000000000014,96,100,3.09,US,1682211315
551,toktogul,41.8708,72.9402,11.689999999999998,53,14,1.6,KG,1682211551
552,penzance,50.1186,-5.5371,6.3799999999999955,83,97,2.2,GB,1682211551
553,avera,33.194,-82.5271,16.970000000000027,48,0,3.32,US,1682211200
554,sungaipenuh,-2.0833,101.3833,21.120000000000005,92,100,0.84,ID,1682211551
555,saint-leu,-21.15,55.2833,23.480000000000018,80,100,2.13,RE,1682211552
556,kropotkin,45.4375,40.5756,8.640000000000043,84,81,5.94,RU,1682211552
557,qasigiannguit,68.8193,-51.1922,-2.2899999999999636,88,100,1.79,GL,1682211552
558,ghanzi,-21.5667,21.7833,20.410000000000025,36,94,2.79,BW,1682211313
559,makakilo city,21.3469,-158.0858,28.180000000000007,66,0,6.17,US,1682211347
560,kerchevskiy,59.946,56.2884,1.8700000000000045,88,45,1.95,RU,1682211552
561,huaicheng,23.9051,112.1931,23.52000000000004,96,100,0.74,CN,1682211552
562,huangpi,30.8845,114.3779,9.060000000000002,93,100,3.0,CN,1682211488
563,odweyne,9.4092,45.064,24.510000000000048,57,100,3.33,SO,1682211143
564,loreto,22.2667,-101.9667,26.010000000000048,10,11,11.2,MX,1682211553
